,Reviews,sentiment,hugging_face_label
174,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent with at Grand Market Pavilion. Your appreciation has been shared with Rohit to whom it will be highly inspiring....More",1.0,1
175,"Good spread. Good service. Really appreciate Arindam and Rahit. Keep up the good work! Taste of the food is awesome, specially Asian kitchenMore",1.0,1
176,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent with at Grand Market Pavilion. Your appreciation has been shared with Arindam and Rahit to whom it will be...More",1.0,1
177,"Very good ambience, good quality of foods, neat and clean, very impressive behaviour by all the employee.. Specially Thanks to Santanu Dey Roy and Debanjan Chakraborty for their cooperation...More",1.0,1
178,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent with at Grand Market Pavilion. Your appreciation has been shared with Santanu and Debanjan to whom it will be...More",1.0,1
179,Wonderful Sunday new year brunch spent with family special thanks to Santanu for helping us and guide us thoroughly he look after us very well and also the food is also so good specially the dessert sectionMore,1.0,1
180,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent with at Grand Market Pavilion. Your appreciation has been shared with Santanu to whom it will be highly inspiring....More",1.0,1
181,"While the food is awesome, the service is the best one can experience !! Special thanks to Santanu Dey Roy, Nausheen and the entire staff. Keep up the good workMore",1.0,1
182,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent with at Grand Market Pavilion. Your appreciation has been shared with Santanu, Nausheen and the team to whom it...More",1.0,1
183,Had a great experience at ITC Royal Bengal Grand Pavilion while staying here for 2 weeks. It was made even more special by Santanu Dey Roy who took special care of me and my family. Very impressed with him as I found him very hardworking...More,1.0,1
184,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent with at Grand Market Pavilion. Your appreciation has been shared with Santanu to whom it will be highly inspiring....More",1.0,1
185,Food quality is awesome... Ambiance is superb..The hospitality of All the staff of Royal specially Santanu dey roy and arshad are spectacular.. Keep it up..More,1.0,1
186,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent with at Grand Market Pavilion. Your appreciation has been shared with Santanu and Arshad to whom it will be...More",1.0,1
187,"Excellent service! Loved Bengali dishes, specially luchi aloor dom. Santanu is awesome. Provided everything i asked for.More",1.0,1
188,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent with at Grand Market Pavilion. Your appreciation has been shared with Santanu to whom it will be highly inspiring....More",1.0,1
189,"Great lunch and breakfast at the Grand Market Pavilion! They have so many stations, multi cuisine, and lots of Kolkata touches too. Very impressed with the quality and variety of options here. Tanmoy Roy and the staff were great as well there. Would definitely recommend.More",1.0,1
190,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent with at Grand Market Pavilion. Your appreciation has been shared with Tanmoy to whom it will be highly inspiring....More",1.0,1
191,Wonderful experience at royal Bengal once again nice stay during busy days as all around wedding happening special thanks to santanu who never disappoint me with my breakfast loved his dedication and behaviour same as usual friendly and helpfulMore,1.0,1
192,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your stay with us and also your visit at Grand Market Pavilion. Your appreciation has been shared with Santanu to whom...More",1.0,1
193,Thanks so much team for the beautiful lunch buffet. The menu was quite elaborate and it satisfied fussy eaters like us. My 6 yrs old daughter was ecstatic with the dessert spread! special Thanks to Arindam!!More,1.0,1
194,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Grand Market Pavilion. Your appreciation has been shared with Arindam to whom it will be highly inspiring....More",1.0,1
195,It was I great time that we spent here with our host Kushagra. Enjoyed the food. Thanks to Grand Market Place for giving us the quality timeMore,1.0,1
196,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Grand Market Pavilion. Your appreciation has been shared with Kushagra to whom it will be highly inspiring....More",1.0,1
197,Excellent ambience and most important I will like to visit next time only for Mr Satyam Tewari only for his behavior and making our self comfortable and also surprise us with cake to make our 5th anniversary a memorable one.More,1.0,1
198,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Grand Market Pavilion. Your appreciation has been shared with Satyam to whom it will be highly inspiring....More",1.0,1
199,"This was my first visit after a long wait. Finally when I entered the ambience was very good. The spread was never ending. However i would like to highlight the AWESOME service of the staffs there. A special mention to ARINDAM , SUBRATA for their...More",1.0,1
200,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. Your appreciation has been shared with Arindam and Subrata to whom it will be highly inspiring. We deeply...More",1.0,1
201,I had a very good time at Grand Market Pavillion. I would like to thank Mrinal who helped me in guiding me to the right counters so that I can choose accordingly. Also Mrinal's behaviour was very good. I really appreciate his willingness to help...More,1.0,1
202,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. Your appreciation has been shared with Mrinal to whom it will be highly inspiring. We deeply value your...More",1.0,1
203,Suchandra & Arindam are a great pair of helping hands and enabled us to have the food to our heart's content.More,1.0,1
204,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. Your appreciation has been shared with Suchandra and Arindam to whom it will be highly inspiring. We deeply...More",1.0,1
205,Marvellous ambience Excellent service Sumptuous food Good hygiene Courtesy of high order Guest friendly n supportive attitude Sneha an associate is very dutiful having a friendly attitude towards guest. Wishing her all the best.She is an asset of ur esteemed organisation is capable of shouldering...More,1.0,1
206,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. Your appreciation has been shared with Sneha to whom it will be highly inspiring. We deeply value your...More",1.0,1
207,"Suchandra was our host today and her cordial behaviour enhanced our dining experience today. Great food, nice ambience and wonderful experienceMore",1.0,1
208,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone...More",1.0,1
209,"I was overwhelmed with the great food quality from Mr Javed s (chef) food quality it was mind blowing , so many delicious items , could not stop tasting. To add to the flavour of the food , the service quality extended by Mr Mrinal...More",1.0,1
210,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone...More",1.0,1
211,"Excellent service, very good food.special mention to Mrinal whose service was fabulous and Javed was very helpful.longing for another dinner very soon.More",1.0,1
212,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone...More",1.0,1
213,"Had a great expectation about the Grand Market Pavilion. I was happy to be there, enjoyed the buffet lunch. But, it could have been more enjoying had I been encountered staff being more polite and attentive. The food varieties was plenty, taste of the food...More",1.0,1
214,"Dear Guest, Namaste! Thank you for sharing your constructive feedback with us. We have noted your comments with great concern on the areas you have highlighted for improvement. I sincerely apologize on your dissatisfaction pertaining to the food taste and quality, which you have mentioned...More",1.0,1
215,"Its always refreshing and hearty to be at this restaurant. The food spread and quality, not forgetting the incredible taste, is something to be tried out once you are in Kolkata, West Bengal, India. The spread and variety of desserts is simply unparalleled. what makes...More",1.0,1
216,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone unturned to uphold the...More",1.0,1
217,"Amazing food, grand experience, unique and classy interior, huge and amazing menu...a must try place for sure. Special mention to Mrinal who gave us the best service and we look forward to return another time and have another joyful experienceMore",1.0,1
218,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone...More",1.0,1
219,Loved the food. Biryani and desserts were great. Souray was very helpful Ambience was great very large spreadMore,1.0,1
220,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone unturned to uphold the...More",1.0,1
221,"Great food, great service by Sourav and Rajdeep. Wonderful experience. Would love to visit again! Always a pleasure to be visiting this place. Totally recommended!More",1.0,1
222,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone unturned to uphold the...More",1.0,1
223,Excellent place and fantastic buffet spread. Santanu was extremely courteous and helpful. It's a regular haunt for usMore,1.0,1
224,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone unturned to uphold the...More",1.0,1
225,It was I great time that we spent here with our host Kushagra. Enjoyed the food. Thanks to Grand Market Place for giving us the quality timeMore,1.0,1
226,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Grand Market Pavilion. Your appreciation has been shared with Kushagra to whom it will be highly inspiring....More",1.0,1
227,Excellent ambience and most important I will like to visit next time only for Mr Satyam Tewari only for his behavior and making our self comfortable and also surprise us with cake to make our 5th anniversary a memorable one.More,1.0,1
228,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience during your recent visit at Grand Market Pavilion. Your appreciation has been shared with Satyam to whom it will be highly inspiring....More",1.0,1
229,"This was my first visit after a long wait. Finally when I entered the ambience was very good. The spread was never ending. However i would like to highlight the AWESOME service of the staffs there. A special mention to ARINDAM , SUBRATA for their...More",1.0,1
230,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. Your appreciation has been shared with Arindam and Subrata to whom it will be highly inspiring. We deeply...More",1.0,1
231,I had a very good time at Grand Market Pavillion. I would like to thank Mrinal who helped me in guiding me to the right counters so that I can choose accordingly. Also Mrinal's behaviour was very good. I really appreciate his willingness to help...More,1.0,1
232,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. Your appreciation has been shared with Mrinal to whom it will be highly inspiring. We deeply value your...More",1.0,1
233,Suchandra & Arindam are a great pair of helping hands and enabled us to have the food to our heart's content.More,1.0,1
234,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. Your appreciation has been shared with Suchandra and Arindam to whom it will be highly inspiring. We deeply...More",1.0,1
235,Marvellous ambience Excellent service Sumptuous food Good hygiene Courtesy of high order Guest friendly n supportive attitude Sneha an associate is very dutiful having a friendly attitude towards guest. Wishing her all the best.She is an asset of ur esteemed organisation is capable of shouldering...More,1.0,1
236,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. Your appreciation has been shared with Sneha to whom it will be highly inspiring. We deeply value your...More",1.0,1
237,"Suchandra was our host today and her cordial behaviour enhanced our dining experience today. Great food, nice ambience and wonderful experienceMore",1.0,1
238,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone...More",1.0,1
239,"I was overwhelmed with the great food quality from Mr Javed s (chef) food quality it was mind blowing , so many delicious items , could not stop tasting. To add to the flavour of the food , the service quality extended by Mr Mrinal...More",1.0,1
240,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone...More",1.0,1
241,"Excellent service, very good food.special mention to Mrinal whose service was fabulous and Javed was very helpful.longing for another dinner very soon.More",1.0,1
242,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience at Grand Market Pavilion. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone...More",1.0,1
243,"Had a great expectation about the Grand Market Pavilion. I was happy to be there, enjoyed the buffet lunch. But, it could have been more enjoying had I been encountered staff being more polite and attentive. The food varieties was plenty, taste of the food...More",1.0,1
244,"Dear Guest, Namaste! Thank you for sharing your constructive feedback with us. We have noted your comments with great concern on the areas you have highlighted for improvement. I sincerely apologize on your dissatisfaction pertaining to the food taste and quality, which you have mentioned...More",1.0,1
245,"Its always refreshing and hearty to be at this restaurant. The food spread and quality, not forgetting the incredible taste, is something to be tried out once you are in Kolkata, West Bengal, India. The spread and variety of desserts is simply unparalleled. what makes...More",1.0,1
246,"Dear Guest, Namaste! Thank you for sharing your feedback with us and we are delighted to note that you had a wonderful experience. We deeply value your relationship with ITC Hotels Kolkata and promise that we will never leave any stone unturned to uphold the...More",1.0,1
247,One of the most famous roll center in kolkata more than 40 years old. The place offers you some exquisite varieties of rolls of more than 20 different menu items. If you believe in street foods and want to be the proof of kolkata best...More,1.0,1
248,"These delicious and filling roles , at a great price , makes it one of the better places to eat at if you donât wanna spend time in a hotel. Very yummy",1.0,1
249,"Their Kathi Rolls are well known except for the fact that I found them very oily. Suggest that while ordering, to instruct them to go easy on the oil. Try the Egg cum Chicken roll",0.0,0
250,Well this is a small yet popular rather very popular food joint and so popular that it happens to feature in the Top 20 restaurants/ food placesin Kolkata under most surveys done. It's located in the famous Park Street. Just a small food joint but...More,1.0,1
251,"One of the best places for rolls in Kolkata, not many options for vegetarians, but again, ask for a veg kathi roll in Kolkata and the only thing that would roll is their eyes! Easy on the pocket, try their double rolls, since the stuffing...More",0.0,0
252,Kolkata is the city that serves the most delicious Kathi rolls. Kusuma is one such legendary stall but unfortunately there are better options as their rolls are too too greasy/ oily. They maybe bigger in size but not as tasty as badshah or zeeshan or...More,0.0,0
253,Kathi Roll prepared here is truly excellent in taste. Double egg double chicken rolls are also make this place attractive for any tourist or local person. I will obviously go there when Iâm in Kolkata next time..,1.0,1
254,"Kusum roles is overrated roll place in Kolkata. I find rolls of other places like zeeshan restaurants, chandni snacks much better and best of all who invented the roll is nizams at new market",1.0,1
255,"Good variety of choices for both veg n non-veg people.. service is very quick, but found it a little over priced. Rates could have been more moderate. Rolls are really awesome.",1.0,1
256,Was quite disappointed by the rolls. It used to be much better a few years back. The quality of the meat/chicken was really bad. Not worth it. Best avoided.,0.0,0
257,This place has the best rolls. Are you craving for Cheese Rolls with Extra Mayo? This is the place to order from or go to.,1.0,1
258,"Tried the real deal Kolkata Kathi Roll - Kusum Rolls roll out their rolls at top speed. And they have some crazy options - cheese rolls and chicken cheese ones. And of course paneer. The parantha is unlike any other, very flaky, very, very crispy....More",1.0,1
259,"When it comes to rolls , it's Kusum all the way for me . I have had it numerous times and have never been disappointed. BEST ..!!",1.0,1
260,"If you are on Park Street and are looking for an inexpensive bite which will fill you up and not hurt your pocket, stop by Kusum Rolls. Location inside the gate of Karnani Mansions, which is between Oly Pub and Moulin Rouge. Kolkata residents have...More",1.0,1
261,"Whenever in Kolkata, do visit this place where you get the best Kathi rolls ever. Must visit place! Try double egg double chicken or Mutton rolls and you are done for the day",1.0,1
262,One of the most famous roll center in kolkata more than 40 years old. The place offers you some exquisite varieties of rolls of more than 20 different menu items. If you believe in street foods and want to be the proof of kolkata best...More,1.0,1
263,"These delicious and filling roles , at a great price , makes it one of the better places to eat at if you donât wanna spend time in a hotel. Very yummy",1.0,1
264,"Their Kathi Rolls are well known except for the fact that I found them very oily. Suggest that while ordering, to instruct them to go easy on the oil. Try the Egg cum Chicken roll",0.0,0
265,Well this is a small yet popular rather very popular food joint and so popular that it happens to feature in the Top 20 restaurants/ food placesin Kolkata under most surveys done. It's located in the famous Park Street. Just a small food joint but...More,1.0,1
266,"One of the best places for rolls in Kolkata, not many options for vegetarians, but again, ask for a veg kathi roll in Kolkata and the only thing that would roll is their eyes! Easy on the pocket, try their double rolls, since the stuffing...More",0.0,0
267,Kolkata is the city that serves the most delicious Kathi rolls. Kusuma is one such legendary stall but unfortunately there are better options as their rolls are too too greasy/ oily. They maybe bigger in size but not as tasty as badshah or zeeshan or...More,0.0,0
268,Kathi Roll prepared here is truly excellent in taste. Double egg double chicken rolls are also make this place attractive for any tourist or local person. I will obviously go there when Iâm in Kolkata next time..,1.0,1
269,"Kusum roles is overrated roll place in Kolkata. I find rolls of other places like zeeshan restaurants, chandni snacks much better and best of all who invented the roll is nizams at new market",1.0,1
270,"Good variety of choices for both veg n non-veg people.. service is very quick, but found it a little over priced. Rates could have been more moderate. Rolls are really awesome.",1.0,1
271,Was quite disappointed by the rolls. It used to be much better a few years back. The quality of the meat/chicken was really bad. Not worth it. Best avoided.,0.0,0
272,This place has the best rolls. Are you craving for Cheese Rolls with Extra Mayo? This is the place to order from or go to.,1.0,1
273,"Tried the real deal Kolkata Kathi Roll - Kusum Rolls roll out their rolls at top speed. And they have some crazy options - cheese rolls and chicken cheese ones. And of course paneer. The parantha is unlike any other, very flaky, very, very crispy....More",1.0,1
274,"When it comes to rolls , it's Kusum all the way for me . I have had it numerous times and have never been disappointed. BEST ..!!",1.0,1
275,"If you are on Park Street and are looking for an inexpensive bite which will fill you up and not hurt your pocket, stop by Kusum Rolls. Location inside the gate of Karnani Mansions, which is between Oly Pub and Moulin Rouge. Kolkata residents have...More",1.0,1
276,"Whenever in Kolkata, do visit this place where you get the best Kathi rolls ever. Must visit place! Try double egg double chicken or Mutton rolls and you are done for the day",1.0,1
277,Due to some unexpected turn of events ended up having an egg-Chicken roll from Kusum.. Iâve never heard of Kusum before.. my bad.. the roll was simply delicious.. will be back there when Iâm in Kolkata next.. highly recommended!!,1.0,1
278,Kusum Roll is mainly famous for the special famous Kolkata Kati roll and trust my words you would never regret the experience of tasting a roll in this particular stall. Its speciality was the double chicken double egg roll as well as the mutton roll....More,1.0,1
279,Being the oldest place for rolls in Park Street no doubt itâs very famous among the college students like me and office crowd as well. Tasty rolls and decent price. All good about this place except the fact being on the footpath thereâs hardly any...More,1.0,1
280,Kusum roll center is one of the best roll center in Kolkata. I visit there with my wife. We tried chicken and paneer roll. Test was awesome.,1.0,1
281,It is a very tasty roll shop in this region. The background is also very nice. Have a great time with friends.,1.0,1
282,Went here for a chicken egg roll for dinner. Added the red sauce and chilies. Took just a few minutes to make and was really tasty. I suggest having them put the wrap in a bag so nothing drips on you while eating. Would come...More,1.0,1
283,"The age old place on park Street that is easily located by the smell of hot parathas and the crowds. . This place is a gem in Kolkata , a favourite of locals and definitely worth a visit by foreigners . Keep the bangali tradition...More",1.0,1
284,"To my surprise, the Kathi roll at Kusum Park street was delicious. But to a shock when i had the same at Kusum Rolls on Airport it was 3 times the cost. I asked the guys at Park street and they said its a Franchise...More",1.0,1
285,"This is great. The food is hot,clean and tasty. Why on earth would anyone want to go to McDâs with this food just up the road!",1.0,1
286,I went there to have rolls after all the good reviews about it. But the place is over-hyped. I had double egg double chicken roll. After waiting for almost half an hour I got my roll and I was not satisfied with the taste.,0.0,0
287,Had been to this location umpteen number of times....they serve fresh meat which they cook like kebabs for the rolls.... The size of the roll is also larger than you get in other shops... The sauce that they put while serving is also spicy and...More,1.0,1
288,If i ask people the best rolls center in town that would be this. Amazing serving and quality taste is exceptional.,1.0,1
289,"Kusum Rolls, at 21 Park Street has been serving rolls and kebabs since 1970. Their double egg chicken roll is value for money and my all time favourite!!",1.0,1
290,without a doubt the best roll of the country...the pungency of the mustard oil and flavors of the filling is unparalleled...the place is just next to park hotel..is not very big...but the food is awesome.,1.0,1
291,"This famous rolls are a fastfood. A dough like a pancake rolled and filled with egg and/or different other ingredients like chicken, lamb, paneer (cheese), veggies, with some spicy sauce. Kusum seems to be a popular place for these rolls. We kept coming back because...More",0.0,0
292,Due to some unexpected turn of events ended up having an egg-Chicken roll from Kusum.. Iâve never heard of Kusum before.. my bad.. the roll was simply delicious.. will be back there when Iâm in Kolkata next.. highly recommended!!,1.0,1
293,Kusum Roll is mainly famous for the special famous Kolkata Kati roll and trust my words you would never regret the experience of tasting a roll in this particular stall. Its speciality was the double chicken double egg roll as well as the mutton roll....More,1.0,1
294,"Hey friends today I want share my review about kanha sweet&spice, Najafgarh.last week I visited this place with my sister.Pathetic quality of food! I ordered Puri Sabzi which was super oily and tasted really bad. The quantity of sabzi was too les",0.0,0
295,"Had purchased undio, by the time I reached home it was smelling, in three hours, they tell it will be fresh and eatable for 8 to 10 hrs",1.0,1
296,"Small setup. Four tables. Setup in Bandra/ khar in Mumbai it is a great place for tandoori and fish items. Excellent quality and taste. Quick service. Good helpful staff. The chicken, the fish, the crab and biryani dishes were very yummy. Rumali root",1.0,1
297,Very Bad Food Quality. maine new year ke liye passes liya tha and food it was very very low quality tha. koi test nahi tha. just paise ki full barbadi.kabhi bhool se bhi food try na kare. very bad experiance in food. Low quality test less food.,0.0,0
298,"I ordered food from this restaurant through Swiggy. I had guests at home and had ordered 12 parathas along with other food. They charged me for 12 parathas, but, delivered only 2 parathas, with the delivery slip clearly showing 2 parathas. I tried to",0.0,0
299,Worst service and food and owners response is zero. When owner only dont want to give service to the customer than how you can expect from the staff.Pls dont waste your money. Its hopeless restaurant.,0.0,0
300,"Dont even deserve 1 star, Ordered online through Zomato. Food didn't had salt , Nan was thick as bread, roti was missing center portion, gulab jamun of small lemon size costed me 120 buck . Contact number provided on Zomato was wrong. They deliberate",0.0,0
301,"I was there on 31st Dec 2022. The place was packed. The food quality is decent. Dalai makhani, Rogan Josh are to die for. It's fine dinning place in CP.",1.0,1
302,"I am visiting India from Thailand. Visited host, the chicken sandwich and cold coffee was super. I recommend this place to all.",1.0,1
303,Good food and reasonably priced. The airconditioning is super. Service is excellent. The staff offered us a complimentary dessert as it was my birthday.,1.0,1
304,"Have visited host many times. The quality of food is very good. Would recommend dal makhani, butter garlic naan and malai kofta. Ample parking .",1.0,1
305,The restaurant is in the heart of Connaught Place. They service delicious indo-chinese food also. I loved the sizzler and dal makhani. Definitely a place to visit for food in delhi. Keep it up.,1.0,1
306,Excellent ambience and food. Staff is very polite. Loved the butter chicken. They serve alcohol too. Will visit again. ????,1.0,1
307,"I recently visited this restaurant located in Sanath Nagar which is known for its cheap prices, but unfortunately, I had a less than satisfactory experience. While the prices are definitely a plus, the taste of the food was inconsistent. On one occas",0.0,0
308,"Bought DBC after a long time from Just bake on new year's eve. My youngest got diarrhea. I thought it might be because of several other reasons and didn't doubt Just bake for a sec. But, then when I and my elder child had the cake for second time, w",0.0,0
309,It was amazing experience with Thrillophilia. thank you for the amazing experience I really enjoy a lot.,1.0,1
310,Food was amazing.Service the less said the better.Restaurant was on 20% capacity and nobody to serve us. A bottle of water for 175 and a can of 7up for 225.I think it is outrageous.,0.0,0
311,When I visited into the jain soda water I ordered noodles then it taken little time. After that a servant came and gave me the noodles presentation was not good it looks not good that spoiled my mood after that I ate that noodles the taste was really,0.0,0
312,"This my fifth visit to this outlet in Besant Nagar.1)Your outlet is under staffed2) Besant Nagar being one of a ""sort after"" place, you never stock required items. Never ever does your staff have a convincing answer when we order for Smokey spicy ( I",0.0,0
313,Whenever I visit to phase2 and LeelaBhawan in Patiala . My first preference to taste the food from Gopal sweets. The Maintainace and the cleaness by servering the food is too good . The packing Dry products is too good. Jalebi is also best that I alw,1.0,1
314,Really tasty food! Highly recommend it!We ordered a Chicken Chilli Fry and Mutton Masala and they were absolutely delicious!,1.0,1
315,Amazing food with reasonable price. I went there everyday after I discovered this place. The restaurant owner is extremely friendly! I highly recommend it.,1.0,1
316,"I visited this restaurant for the first time. Very spacious, polite staff and friendly. The food is awesome. Authentic Rajasthani food. A must restaurant to visit.",1.0,1
317,Awesome view of jaisalmer fort.Evening ambience is perfect for candle light dinner with ur dear one.Food is very nice.And location is very convenient,1.0,1
318,I have visited this restaurant very often with my family and friends. To my opinion this is one of the best quality restaurant in town. Very decent ambience. Staff behaviour is top quality. Food is awesome. Very nice personal touch. Please keep it up,1.0,1
319,"Ranjai hotel is well known for its food quality. But the head waiter who thinks he is owner behaves very rudely with customers. He even claimed he is owner of the hotel, turns out that he is manager. Very adamant behaviour which is ruining the restau",0.0,0
320,Mr Aravind the chef here at Country Oven Madhapur is one of the best cake makers in Hyderabad. You got to visit the place to taste the difference between their products and those of swizz castle or karachi bakery.,1.0,1
321,We came here for new year celebrations. We booked our seat one week back. The service here is pathetic. They never mentioned while taking booking for any reservations of any seat. It was written they will block seat for 15 mins after the show starts.,0.0,0
322,Kentagi Fried Chicken... KFC... It's the first time I visited kfc. And it was an awesome experience. Ate a bucket full of crispy chicken with some cooldrinks.and i tried Bruger too it's so delicious.... The chicken is really soft and great... Nice pl,1.0,1
323,"The shakes are of incredible quality - they're super rich and super thick. The space itself is simple but fun. The variety on the menu is staggering, and you can order almost anything off their menu risk free.",1.0,1
324,Liked the taste. I tried bamboo chicken and pot biryani. pot biryani taste was good. The chicken in pot biryani was a bit flat but was good . chiken pieces could be more spiced . cold cofee was great and nice different taste from usual biryani.,1.0,1
325,Excellent Its really too good I really loved it And workers also to comfortable for asking any questions I like it,1.0,1
326,The concept of these ice-cream is very different. When we taste the ice-cream we feel the difference in taste. The ice-cream are very smooth and tasty. My favorite is natural fruits flavour simply awsome. After selection of flavour they have some top,1.0,1
327,All my family members has food poisoning after eating both vegetable biriyani and chicken biriyani.. Very greasy biriyani.. Plates were coated in grease.. Very disappointed.,0.0,0
328,"One of the best candle light dinner restaurant in vadodara, most unique theme, delicious food, supportive staff, amazing dark theme ambiance, yummy cake and so much nice everything. Memorable date ever for me. Loved it",1.0,1
329,The food was yum and amazing. Must try place. The staff behaviour was also very amicable and nice. highly recommended for everyone.,1.0,1
330,I have been visiting this place for more than a year. I don't know who is the GM of this particular place. I never met him. Its a friendly atmosphere and I started guiding many to this place. All of a sudden when I visited on last Wednesday I was to,1.0,1
331,Very nice quality taste and verry clean superb tasteI had the spicy paneer pizza which was really good,1.0,1
332,We can eat pocket friendly biryani with our friends and family it's best place to enjoy taste with satisfaction.,1.0,1
333,"I orderd fish starter taste was not good and biryani taste some better, but pressentation and serving good, kids are enjoying very well.",1.0,1
334,Veg ordered and nonveg came mixed! Im a vegetarian person we ordered family pack of kaju biryani only to find shreds of chicken in it. This just proves what kind of quality and hygiene is followed! Total pathetic. Zomato Kindly look into the severe c,0.0,0
335,Had visited on my mom birthday to celebrate didn't expect the food would be so horrible the mutton Bawda so tangy and not worth the price later thought to order prawns Biryani when spoken to the manager he said 6 pieces n we received 5 pieces of praw,0.0,0
336,"Sardar Pav Bhaji is a popular street food dish from Mumbai, India. It is made up of a spicy vegetable mixture called bhaji, which is served with soft bread rolls called pav. The bhaji is typically made from a mixture of vegetables such as potatoes, o",1.0,1
337,Good in taste but less spice.having homely environment and nice flavours good serving obidient and respectable.,1.0,1
338,"The cost of food is horrible, , , , they charge Rs.350 for a small plate of French fries....and charge as per their whims....",0.0,0
339,1 of the best food delivery kitchen in Andheri. It's tasty and affordable and pure veg. let us make these guys famous.,1.0,1
340,Food quality and taste is simply excellent. Location and services are best in the industry. Well maintain building and garden is too attractive,1.0,1
341,"I visited this restaurant last night and had ordered ""Chilly Chicken Momos"" were good so we decided to order another variety of momos ""Kurkure Chicken Momos"". Keep in mind that we prepaid for the order I took the first bite of the Kurkure momos and",0.0,0
342,"Previously I gave 5 out of 5 but today I am giving 0 because of the service. I was waiting with my wife for a table for about 30minutes where the restaurant was not fully crowded, finaly got the table but waited for waiter for another 30mnts, staffs",0.0,0
343,This restaurant is very good because food test is very testi staff is very good and behavior was awesome,1.0,1
